"","X","MES","FECHA","LINEA","ACTIVIDAD","INSTITUCIÓN","POBLACIÓN","DIRECCIÓN","BARRIO","COMUNA","PERSONAS SENSIBILIZADAS","MUJERES","HOMBRES","NIÑO","JOVEN","ADULTO","P.MAYOR","PEATÓN","CICLISTA","MOTOCICLISTA","CONDUCTOR","ACOMPAÑANTE.Y.O.PASAJERO","HOMBRES","JOVEN..14.a.28.años..1","ADULTO..29.a.59.años..1","PERSONA.MAYOR..60..años.y.más..1","PEATÓN.1","CICLISTA.1","MOTOCICLISTA.1","CONDUCTOR.1","ACOMPAÑANTE.Y.O.PASAJERO.1","No..DE.PROFESIONALES.VINCULADOS","No..DE.AUXILIARES.VINCULADOS","No..DE.PROFESIONALES.CONTRATISTAS","No..DE.AUXILIARES.CONTRATISTAS","NCOMUNA"
"74",74,"Enero","miércoles, 17 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  72","Caribe","Comuna5Castilla",16,0,16,"0",0,0,0,0,0,0,0,0,"0",6,9,1,0,0,10,6,0,1,0,0,1,5
"75",75,"Enero","jueves, 18 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  73","Caribe","Comuna5Castilla",9,0,9,"0",0,0,0,0,0,0,0,0,"0",3,6,0,1,0,4,4,0,1,0,0,1,5
"76",76,"Enero","viernes, 19 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  74","Caribe","Comuna5Castilla",53,9,44,"0",3,5,1,0,0,3,6,0,"0",13,30,1,0,0,16,28,0,1,0,0,1,5
"77",77,"Enero","lunes, 22 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  75","Caribe","Comuna5Castilla",52,9,43,"0",3,5,1,0,0,3,6,0,"0",7,32,4,0,0,12,31,0,1,0,0,0,5
"78",78,"Enero","martes, 23 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  76","Caribe","Comuna5Castilla",50,7,43,"0",3,4,0,0,0,6,1,0,"0",11,31,1,0,0,14,29,0,1,0,0,0,5
"79",79,"Enero","miércoles, 24 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  77","Caribe","Comuna5Castilla",51,7,44,"0",5,2,0,0,0,2,5,0,"0",12,29,3,0,0,18,26,0,1,0,0,0,5
"80",80,"Enero","jueves, 25 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  78","Caribe","Comuna5Castilla",57,6,51,"0",1,5,0,0,0,3,3,0,"0",11,37,3,0,0,22,29,0,1,0,0,1,5
"81",81,"Enero","viernes, 26 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  79","Caribe","Comuna5Castilla",53,11,42,"0",4,7,0,0,0,5,6,0,"0",10,30,2,0,0,13,29,0,1,0,0,1,5
"82",82,"Enero","viernes, 26 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cl 39D CR 73 CR76","Laureles","Comuna11LaurelesEstadio",303,129,174,"0",48,49,32,53,15,8,51,2,"0",72,80,22,50,0,40,81,3,1,0,1,6,11
"83",83,"Enero","sábado, 27 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cl 39D CR 73 CR76","Laureles","Comuna11LaurelesEstadio",230,96,134,"0",34,55,7,52,0,3,31,10,"0",47,82,5,54,2,37,33,8,0,0,5,7,11
"84",84,"Enero","viernes, 26 de enero de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  58","Caribe","Comuna5Castilla",201,44,157,"0",18,26,0,26,0,8,9,1,"0",95,60,0,89,0,31,16,21,0,0,1,5,5
"85",85,"Enero","sábado, 27 de enero de 2018","Intervenciones en vía y trámites","Sensibilizaciones de educación vial","Secretaría de Movilidad","Asistentes a trámites","CR 64C  72  58","Caribe","Comuna5Castilla",72,28,44,"0",19,9,0,5,0,15,4,4,"2",32,12,0,9,0,27,8,0,0,0,1,3,5
"86",86,"Enero","jueves, 25 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 50  CL 30 y CL 44","Perpetuo socorro","Comuna10LaCandelaria",43,4,39,"0",2,2,0,0,0,0,0,4,"0",9,29,1,1,0,15,20,3,0,0,1,1,10
"87",87,"Enero","lunes, 15 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 70 CLL 44 CIR 1","San JoaquÍn","Comuna11LaurelesEstadio",48,12,36,"0",4,8,0,0,1,4,3,4,"0",7,26,3,2,1,22,9,2,0,0,1,5,11
"88",88,"Enero","martes, 16 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 70 CLL 30 2","Belén","Comuna16Belén",90,29,61,"0",2,16,11,15,0,7,3,4,"0",10,37,14,17,0,17,27,0,0,0,1,5,16
"89",89,"Enero","miércoles, 17 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Secretaría de Movilidad","Actores viales en general","CLL 10 CR 52","Guayabal","Comuna15Guayabal",123,70,53,"0",19,44,6,70,0,0,0,0,"0",13,37,2,44,9,0,0,0,0,0,1,4,15
"90",90,"Enero","jueves, 18 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 70 CLL 44 CIR 1","San JoaquÍn","Comuna11LaurelesEstadio",50,13,37,"1",1,9,3,10,1,2,0,0,"1",5,18,14,23,1,11,2,0,0,0,1,4,11
"91",91,"Enero","viernes, 19 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CLL 10 CR 52","Guayabal ","Comuna15Guayabal",232,164,68,"0",67,92,4,164,0,0,0,0,"0",30,33,5,65,0,0,3,0,0,0,1,4,15
"92",92,"Enero","sábado, 20 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 70 CLL 30 2","Belén","Comuna16Belén",49,18,31,"1",0,9,9,16,0,0,1,1,"0",5,21,5,10,0,7,14,0,0,0,1,5,16
"93",93,"Enero","viernes, 26 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 70 CLL 44 CIR 1","San JoaquÍn","Comuna11LaurelesEstadio",254,91,163,"0",27,50,14,52,0,20,13,6,"0",58,97,8,66,0,62,23,12,0,0,4,8,11
"94",94,"Enero","sábado, 27 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 70 CLL 30 2","Belén","Comuna16Belén",160,54,106,"0",19,31,4,33,0,6,4,11,"0",31,68,7,33,4,36,33,0,0,0,4,6,16
"95",95,"Enero","viernes, 26 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cll 9 A - Cll 10 A entre Cra 43 E y Cra 34","Poblado ","Comuna14ElPoblado",92,33,59,"0",7,21,5,24,0,1,6,2,"0",18,41,0,9,0,30,20,0,0,0,2,6,14
"96",96,"Enero","sábado, 27 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cra 43 D entre Cll 14 y Cll 10","Poblado ","Comuna14ElPoblado",45,24,21,"0",4,19,1,16,0,3,3,2,"0",2,18,1,9,0,3,9,0,0,0,2,9,14
"97",97,"Enero","lunes, 15 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. La Presentación - Transporte Escolar","Transporte Público Especial","CR 84 44 - 73","La America","Comuna12LaAmérica",77,49,28,"0",0,49,0,5,0,7,34,3,"0",2,26,0,6,0,2,19,1,0,0,2,2,12
"98",98,"Enero","lunes, 15 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Ferrini - Transporte Escolar","Transporte Público Especial","CLL 76 80 - 431","Robledo Palenque","Comuna7Robledo",96,57,39,"0",6,27,3,33,0,7,3,14,"0",0,30,2,11,0,13,12,3,0,0,1,3,7
"99",99,"Enero","lunes, 15 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Juan de la Cruz Posada - Transporte Escolar","Transporte Público Especial","CLL 62 39 - 22","Villa Hermosa","Comuna8VillaHermosa",77,38,39,"21",7,24,2,0,0,14,11,13,"7",21,18,0,0,0,12,27,0,0,0,2,2,8
"100",100,"Enero","lunes, 15 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Cefa - Transporte Escolar","Transporte Público Especial","CLL 50 41 - 55","Centro","Comuna10LaCandelaria",88,61,27,"5",27,28,3,42,0,11,8,0,"0",4,23,0,5,0,6,16,0,0,0,2,2,10
"101",101,"Enero","lunes, 15 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Manuela Beltrán","Transporte Público Especial","CR 37 71 47","Manrique","Comuna3Manrique",88,45,43,"3",21,11,3,35,0,10,0,0,"0",23,10,1,30,0,9,4,0,0,0,1,2,3
"102",102,"Enero","martes, 16 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Ferrini","Transporte Público Especial","CLL 76 80 - 431","Robledo Palenque","Comuna7Robledo",43,18,25,"10",10,8,0,10,0,0,8,0,"9",0,25,0,5,0,0,20,0,0,0,1,2,7
"103",103,"Enero","martes, 16 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Cefa - Transporte Escolar","Transporte Público Especial","CLL 50 41 - 55","Centro","Comuna10LaCandelaria",58,32,26,"0",4,21,3,5,0,16,7,4,"0",17,9,0,0,0,11,15,0,0,0,1,2,10
"104",104,"Enero","martes, 16 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Juan de la Cruz Posada - Transporte Escolar","Transporte Público Especial","CLL 62 39 - 22","Villa Hermosa","Comuna8VillaHermosa",86,35,51,"4",7,14,2,20,0,6,5,4,"0",18,21,4,11,0,17,18,5,0,0,1,3,8
"105",105,"Enero","martes, 16 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. La Presentación - Transporte Escolar","Transporte Público Especial","CR 84 44 - 73","La America","Comuna12LaAmérica",80,44,36,"12",12,27,0,16,0,3,18,7,"8",10,25,0,9,0,2,21,4,0,0,2,5,12
"106",106,"Enero","miércoles, 17 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Juan de la Cruz Posada - Transporte Escolar","Transporte Público Especial","CR 37 71 47","Manrique","Comuna3Manrique",38,18,20,"5",6,9,0,13,0,0,5,0,"1",6,12,0,9,0,3,8,0,0,0,2,1,3
"107",107,"Enero","miércoles, 17 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. La Presentación - Transporte Escolar","Transporte Público Especial","CR 84 44 - 73","La America","Comuna12LaAmérica",35,26,9,"3",2,20,4,11,0,0,11,4,"2",0,9,0,2,0,1,6,0,0,0,1,2,12
"108",108,"Enero","miércoles, 17 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Cefa - Transporte Escolar","Transporte Público Especial","CLL 50 41 - 55","Centro","Comuna10LaCandelaria",59,27,32,"0",14,11,2,17,0,8,2,0,"0",10,21,1,2,0,12,18,0,0,0,1,3,10
"109",109,"Enero","miércoles, 17 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Ferrini - Transporte Escolar","Transporte Público Especial","CLL 76 80 - 431","Robledo Palenque","Comuna7Robledo",6,3,3,"0",0,3,0,1,0,0,2,0,"0",0,3,0,0,0,0,3,0,0,0,2,2,7
"110",110,"Enero","miércoles, 17 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Manuela Beltrán","Transporte Público Especial","CR 37 71 - 47","Manrique","Comuna3Manrique",51,31,20,"0",3,22,1,22,0,7,0,2,"0",4,16,0,7,0,9,4,0,0,0,2,1,3
"111",111,"Enero","jueves, 18 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Corazonista - Transporte Escolar ","Transporte Público Especial","CR 84 34 - 56","La Castellana","Comuna16Belén",23,13,10,"5",4,8,1,4,0,0,6,3,"0",1,2,0,7,0,1,1,1,0,0,3,1,16
"112",112,"Enero","jueves, 18 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Jesús María - Transporte Escolar","Transporte Público Especial","CLL 47D 77 - 31","El Velodromo","Comuna11LaurelesEstadio",67,44,23,"0",2,40,2,18,0,0,11,15,"7",1,21,1,1,0,1,19,2,0,0,1,2,11
"113",113,"Enero","jueves, 18 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Calasanz Femenino - Transporte Escolar","Transporte Público Especial","CLL 77B 53A 80","Los Colores","Comuna11LaurelesEstadio",113,55,58,"0",14,41,0,4,0,1,45,5,"0",10,48,0,7,0,32,19,0,0,0,1,3,11
"114",114,"Enero","jueves, 18 de enero de 2018","Instituciones educativas e IES","Intervención transporte escolar","I.E. Ferrini","Transporte Público Especial","CLL 76 80 - 431","Robledo Palenque","Comuna7Robledo",16,1,15,"0",0,1,0,0,0,0,0,1,"0",3,12,0,0,0,4,11,0,1,0,0,3,7
"115",115,"Enero","sábado, 20 de enero de 2018","Empresas","Taller de educación vial","Tecnijardines","Empresas comerciales y de servicios ","CR 84 34-56","La Castellana","Comuna16Belén",21,1,20,"0",0,1,0,0,0,0,0,1,"0",8,12,0,0,1,17,1,1,0,0,1,0,16
"116",116,"Enero","lunes, 29 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  77","Caribe","Comuna5Castilla",54,7,47,"0",2,5,0,0,0,3,4,0,"0",14,29,4,0,0,14,33,0,1,0,0,1,5
"117",117,"Enero","martes, 30 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  77","Caribe","Comuna5Castilla",88,13,75,"0",4,9,0,0,0,4,9,0,"0",26,44,5,1,0,36,38,0,1,0,0,1,5
"118",118,"Enero","miércoles, 31 de enero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  77","Caribe","Comuna5Castilla",34,5,29,"0",0,5,0,0,0,0,5,0,"0",13,9,7,0,0,12,17,0,1,0,0,1,5
"119",119,"Febrero","jueves, 01 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  77","Caribe","Comuna5Castilla",39,2,37,"0",0,2,0,1,0,0,1,0,"0",11,22,4,0,0,11,26,0,1,0,0,1,5
"120",120,"Febrero","viernes, 02 de febrero de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad","Conductores amonestados","CR 64 C  72  77","Caribe","Comuna5Castilla",38,1,37,"0",1,0,0,0,0,1,0,0,"0",7,26,4,1,1,10,25,0,1,0,0,1,5
"121",121,"Enero","lunes, 29 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 43F  Cl  17  24","Barrio Colombia ","Comuna14ElPoblado",145,41,104,"0",14,20,3,16,0,8,15,2,"0",32,65,6,32,0,24,41,7,1,0,1,6,14
"122",122,"Enero","martes, 30 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CL 33 CR 65 A CR 80","Laureles","Comuna11LaurelesEstadio",125,28,97,"4",16,11,1,16,1,8,2,1,"1",27,67,3,19,0,38,35,5,1,0,1,5,11
"123",123,"Enero","miércoles, 31 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 43F  Cl  17  24","Barrio Colombia ","Comuna14ElPoblado",106,31,75,"0",13,16,2,5,0,11,13,2,"0",19,45,11,11,3,24,35,2,1,0,1,6,14
"124",124,"Febrero","jueves, 01 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CL 33 CR 65 A CR 80","Laureles","Comuna11LaurelesEstadio",111,32,79,"0",4,26,2,6,0,8,10,8,"0",24,50,5,18,0,28,26,7,1,0,1,6,11
"125",125,"Febrero","viernes, 02 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 43F  Cl  17  24","Barrio Colombia ","Comuna14ElPoblado",99,28,71,"0",8,18,2,9,0,4,12,3,"0",8,57,6,10,0,20,40,1,1,0,1,6,14
"126",126,"Febrero","sábado, 03 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Secretaría de Movilidad","Actores viales en general","CR 64C CL 78","Cordoba","Comuna5Castilla",166,41,125,"0",10,27,3,6,0,12,8,15,"0",25,82,17,17,0,37,58,13,0,0,1,6,5
"127",127,"Enero","lunes, 29 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Secretaría de Movilidad","Actores viales en general","Cll 10 con Cra 47","Poblado ","Comuna14ElPoblado",212,124,88,"1",49,61,14,124,0,0,0,0,"1",48,38,1,88,0,0,0,0,0,0,1,5,14
"128",128,"Enero","martes, 30 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cll 9 A - Cll 10 A entre Cra 43 E y Cra 34","Poblado ","Comuna14ElPoblado",122,49,73,"0",27,20,2,22,0,4,23,0,"1",35,32,6,23,0,7,39,4,0,0,1,5,14
"129",129,"Enero","miércoles, 31 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cra 43 B entre Cll 16 y Cll 14","Poblado ","Comuna14ElPoblado",106,46,60,"0",25,20,1,16,0,13,17,0,"0",30,28,2,13,0,17,30,0,0,0,1,5,14
"130",130,"Febrero","jueves, 01 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cra 43 D entre Cll 14 y Cll 10","Poblado ","Comuna14ElPoblado",82,34,48,"0",13,17,4,11,0,6,17,0,"0",17,28,3,0,9,13,26,0,0,0,1,4,14
"131",131,"Febrero","viernes, 02 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cll 9 A - Cll 10 A entre Cra 43 E y Cra 34","Poblado ","Comuna14ElPoblado",75,33,42,"0",11,19,3,14,0,6,13,0,"0",9,27,6,8,0,10,24,0,0,0,1,6,14
"132",132,"Febrero","sábado, 03 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cra 43 D entre Cll 14 y Cll 10","Poblado ","Comuna14ElPoblado",35,8,27,"0",2,5,1,4,0,0,4,0,"0",6,20,1,5,0,6,16,0,0,0,1,7,14
"133",133,"Enero","lunes, 29 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 73 CQ 1 a la 5","Laureles","Comuna11LaurelesEstadio",80,41,39,"0",7,33,1,17,0,0,24,0,"0",12,24,3,15,0,7,17,0,0,0,2,5,11
"134",134,"Enero","martes, 30 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cl 74B CR 73 CR76","Laureles","Comuna11LaurelesEstadio",73,20,53,"0",1,17,1,13,0,5,2,0,"0",10,34,9,18,0,10,24,1,0,0,1,6,11
"135",135,"Enero","miércoles, 31 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cl 74B CR 73 CR76","Laureles","Comuna11LaurelesEstadio",104,29,75,"1",10,19,0,14,0,4,11,0,"0",30,41,4,10,0,23,42,0,0,0,2,6,11
"136",136,"Febrero","jueves, 01 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 64C CL 67","Laureles","Comuna11LaurelesEstadio",204,82,122,"0",37,41,4,66,10,6,0,0,"0",41,78,3,65,36,12,5,4,0,0,2,6,11
"137",137,"Enero","martes, 02 de enero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","CR 73 CQ 1 a la 5","Laureles","Comuna11LaurelesEstadio",73,22,51,"0",5,14,3,16,0,0,6,0,"0",14,35,2,19,0,8,24,0,0,0,1,7,11
"138",138,"Febrero","sábado, 03 de febrero de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Secretaría de Movilidad","Actores viales en general","Cl 74B CR 73 CR76","Laureles","Comuna11LaurelesEstadio",48,15,33,"0",6,9,0,6,0,4,5,0,"0",9,24,0,11,0,6,16,0,0,0,1,7,11
"139",139,"Marzo","miércoles, 14 de marzo de 2018","Instituciones educativas e IES","Formación docentes","Escuela del Maestro MOVA","Segunda cohorte Formación A la Rueda Ruedo","Cll 51 # 40 – 155","Boston","Comuna10LaCandelaria",189,125,64,"0",38,87,0,93,0,9,21,2,"0",12,52,0,50,0,10,4,0,1,0,2,3,10
"140",140,"Marzo","miércoles, 21 de marzo de 2018","Instituciones educativas e IES","Formación docentes","Escuela del Maestro MOVA","Segunda cohorte Formación A la Rueda Ruedo","Cll 51 # 40 – 155","Boston","Comuna10LaCandelaria",0,0,0,"0",0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,2,3,10
"141",141,"Febrero","viernes, 02 de febrero de 2018","Instituciones educativas e IES","Convocatoria a la rueda ruedo","Instituciones Educativas","Docentes","Varias","Varias","Comuna10LaCandelaria",88,53,35,"0",0,43,10,44,1,0,7,1,"0",1,27,7,20,1,3,11,0,1,0,4,4,10
"142",142,"Enero","martes, 16 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Forjas Bolivar","Empresas comerciales y de servicios ","CL 73  51C 31","Universidad","Comuna4Aranjuez",2,2,0,"0",2,0,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,4
"143",143,"Enero","miércoles, 17 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Bancasa","Empresas con Plan Estratégico de Seguridad vial.","CL 10  43 A 08","Poblado","Comuna14ElPoblado",1,0,1,"0",0,0,0,0,0,0,0,0,"0",1,0,0,1,0,0,0,0,0,0,1,0,14
"144",144,"Enero","jueves, 18 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Domina S.A.S","Empresas de Motociclistas ( Mensajería, Domiciliarios, Seguridad, Servicios.)","CR 76  43 27","Laureles","Comuna11LaurelesEstadio",3,1,2,"0",0,1,0,1,0,0,0,0,"0",0,2,0,0,0,2,0,0,0,0,1,0,11
"145",145,"Enero","jueves, 18 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Cruz Roja Antioquia","Empresas con Plan Estratégico de Seguridad vial.","CR 52  25 310","Tenche","Comuna15Guayabal",1,1,0,"0",0,1,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,15
"146",146,"Enero","lunes, 22 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Red Llantas S.A.","Empresas comerciales y de servicios ","CR 32  1B sur 51 ","Poblado","Comuna14ElPoblado",2,2,0,"0",1,1,0,1,0,0,1,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,14
"147",147,"Enero","lunes, 22 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Coofatrans","Empresas con Plan Estratégico de Seguridad vial.","CL 49  82  14 ","Floresta","Comuna11LaurelesEstadio",1,1,0,"0",1,0,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,11
"148",148,"Enero","martes, 23 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Pasteur","Empresas de Motociclistas ( Mensajería, Domiciliarios, Seguridad, Servicios.)","CL 49  57  35 ","Cisneros","Comuna10LaCandelaria",3,2,1,"0",2,0,0,2,0,0,0,0,"0",0,1,0,0,0,0,1,0,1,0,0,0,10
"149",149,"Enero","martes, 23 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Atempi","Empresas de Motociclistas ( Mensajería, Domiciliarios, Seguridad, Servicios.)","CL 16B sur 42  97","Poblado","Comuna14ElPoblado",3,2,1,"0",1,1,0,0,0,0,2,0,"0",1,0,0,0,0,0,1,0,1,0,0,0,14
"150",150,"Enero","miércoles, 24 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Cootransocial","Transporte Público Individual","CL 58 43  11","Centro","Comuna10LaCandelaria",1,0,1,"0",0,0,0,0,0,0,0,0,"0",0,1,0,0,0,0,1,0,1,0,0,0,10
"151",151,"Enero","miércoles, 24 de enero de 2018","Empresas","Reunión diagnóstica inicial en empresas","Tanques y Camiones","Empresas de Transporte de Carga","CR 52 A 10 75","Santa Fe","Comuna15Guayabal",1,1,0,"0",0,1,0,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,15
